X	Y	X	Y	X	Y	X	Y	X	Y
166.99	0	166.99	0.049	166.99	0.834	166.99	30.068	166.99	57.601
167	0.003	167	0.049	167	0.834	167	30.062	167	57.602
167.01	0.007	167.01	0.049	167.01	0.833	167.01	30.057	167.01	57.603
167.25	0.087	167.25	0.049	167.25	0.832	167.25	29.924	167.25	57.63
167.583	0.198	167.583	0.05	167.583	0.831	167.583	29.739	167.583	57.667
167.99	0	167.99	0.05	167.99	0.829	167.99	29.514	167.99	57.713
168	0.003	168	0.05	168	0.829	168	29.508	168	57.714
168.01	0.007	168.01	0.05	168.01	0.829	168.01	29.503	168.01	57.715
168.25	0.087	168.25	0.05	168.25	0.828	168.25	29.37	168.25	57.742
168.583	0.198	168.583	0.05	168.583	0.826	168.583	29.184	168.583	57.779
168.99	0	168.99	0.051	168.99	0.824	168.99	28.959	168.99	57.825
169	0.003	169	0.051	169	0.824	169	28.953	169	57.826
169.01	0.007	169.01	0.051	169.01	0.824	169.01	28.948	169.01	57.827
169.25	0.087	169.25	0.051	169.25	0.823	169.25	28.815	169.25	57.854
169.583	0.198	169.583	0.051	169.583	0.821	169.583	28.631	169.583	57.891
169.99	0	169.99	0.052	169.99	0.819	169.99	28.407	169.99	57.937
170	0.003	170	0.052	170	0.819	170	28.401	170	57.938
170.01	0.007	170.01	0.052	170.01	0.819	170.01	28.396	170.01	57.939
170.25	0.087	170.25	0.052	170.25	0.818	170.25	28.263	170.25	57.966
170.583	0.198	170.583	0.052	170.583	0.816	170.583	28.08	170.583	58.003
170.99	0	170.99	0.053	170.99	0.814	170.99	27.857	170.99	58.049
171	0.003	171	0.053	171	0.814	171	27.852	171	58.05
171.01	0.007	171.01	0.053	171.01	0.814	171.01	27.846	171.01	58.051
171.25	0.087	171.25	0.053	171.25	0.813	171.25	27.715	171.25	58.078
171.583	0.198	171.583	0.053	171.583	0.811	171.583	27.533	171.583	58.115
171.99	0	171.99	0.054	171.99	0.809	171.99	27.312	171.99	58.161
172	0.003	172	0.054	172	0.809	172	27.307	172	58.162
172.01	0.007	172.01	0.054	172.01	0.809	172.01	27.301	172.01	58.163
172.25	0.087	172.25	0.054	172.25	0.808	172.25	27.171	172.25	58.19
172.583	0.198	172.583	0.054	172.583	0.806	172.583	26.991	172.583	58.227
172.99	0	172.99	0.055	172.99	0.804	172.99	26.773	172.99	58.273
173	0.003	173	0.055	173	0.804	173	26.767	173	58.274
173.01	0.007	173.01	0.055	173.01	0.804	173.01	26.762	173.01	58.275
173.25	0.087	173.25	0.055	173.25	0.803	173.25	26.633	173.25	58.302
173.583	0.198	173.583	0.055	173.583	0.801	173.583	26.455	173.583	58.339
173.99	0	173.99	0.055	173.99	0.799	173.99	26.239	173.99	58.385
174	0.003	174	0.055	174	0.799	174	26.233	174	58.386
174.01	0.007	174.01	0.055	174.01	0.799	174.01	26.228	174.01	58.387
174.25	0.087	174.25	0.056	174.25	0.798	174.25	26.101	174.25	58.414
174.583	0.198	174.583	0.056	174.583	0.796	174.583	25.926	174.583	58.451
174.99	0	174.99	0.056	174.99	0.794	174.99	25.714	174.99	58.497
175	0.003	175	0.056	175	0.794	175	25.708	175	58.498
175.01	0.007	175.01	0.056	175.01	0.794	175.01	25.703	175.01	58.499
175.25	0.087	175.25	0.057	175.25	0.793	175.25	25.578	175.25	58.526
175.583	0.198	175.583	0.057	175.583	0.791	175.583	25.406	175.583	58.563
175.99	0	175.99	0.057	175.99	0.789	175.99	25.197	175.99	58.609
176	0.003	176	0.057	176	0.789	176	25.192	176	58.61
176.01	0.007	176.01	0.057	176.01	0.789	176.01	25.187	176.01	58.611
176.25	0.087	176.25	0.058	176.25	0.788	176.25	25.064	176.25	58.638
176.583	0.198	176.583	0.058	176.583	0.787	176.583	24.895	176.583	58.675
176.99	0	176.99	0.058	176.99	0.785	176.99	24.691	176.99	58.721
177	0.003	177	0.058	177	0.785	177	24.686	177	58.722
177.01	0.007	177.01	0.058	177.01	0.785	177.01	24.681	177.01	58.723
177.25	0.087	177.25	0.059	177.25	0.783	177.25	24.561	177.25	58.75
177.583	0.198	177.583	0.059	177.583	0.782	177.583	24.395	177.583	58.787
177.99	0	177.99	0.059	177.99	0.78	177.99	24.195	177.99	58.833
178	0.003	178	0.059	178	0.78	178	24.19	178	58.834
178.01	0.007	178.01	0.059	178.01	0.78	178.01	24.185	178.01	58.835
178.25	0.087	178.25	0.06	178.25	0.778	178.25	24.068	178.25	58.862
178.583	0.198	178.583	0.06	178.583	0.777	178.583	23.906	178.583	58.899
178.99	0	178.99	0.061	178.99	0.775	178.99	23.71	178.99	58.945
179	0.003	179	0.061	179	0.775	179	23.706	179	58.946
179.01	0.007	179.01	0.061	179.01	0.775	179.01	23.701	179.01	58.947
179.25	0.087	179.25	0.061	179.25	0.774	179.25	23.586	179.25	58.974
179.583	0.198	179.583	0.061	179.583	0.772	179.583	23.429	179.583	59.011
179.99	0	179.99	0.062	179.99	0.77	179.99	23.238	179.99	59.057
180	0.003	180	0.062	180	0.77	180	23.234	180	59.058
180.01	0.007	180.01	0.062	180.01	0.77	180.01	23.229	180.01	59.059
180.25	0.087	180.25	0.062	180.25	0.769	180.25	23.118	180.25	59.086
180.583	0.198	180.583	0.062	180.583	0.767	180.583	22.964	180.583	59.123
180.99	0	180.99	0.063	180.99	0.765	180.99	22.779	180.99	59.169
181	0.003	181	0.063	181	0.765	181	22.774	181	59.17
181.01	0.007	181.01	0.063	181.01	0.765	181.01	22.77	181.01	59.171
181.25	0.087	181.25	0.063	181.25	0.764	181.25	22.662	181.25	59.198
181.583	0.198	181.583	0.063	181.583	0.763	181.583	22.514	181.583	59.235
181.99	0	181.99	0.064	181.99	0.761	181.99	22.335	181.99	59.281
182	0.003	182	0.064	182	0.761	182	22.331	182	59.282
182.01	0.007	182.01	0.064	182.01	0.761	182.01	22.326	182.01	59.283
182.25	0.087	182.25	0.064	182.25	0.76	182.25	22.222	182.25	59.31
182.583	0.198	182.583	0.064	182.583	0.758	182.583	22.078	182.583	59.347
182.99	0	182.99	0.065	182.99	0.756	182.99	21.905	182.99	59.393
183	0.003	183	0.065	183	0.756	183	21.901	183	59.394
183.01	0.007	183.01	0.065	183.01	0.756	183.01	21.896	183.01	59.395
183.25	0.087	183.25	0.065	183.25	0.755	183.25	21.796	183.25	59.422
183.583	0.198	183.583	0.065	183.583	0.754	183.583	21.657	183.583	59.459
183.99	0	183.99	0.066	183.99	0.752	183.99	21.49	183.99	59.505
184	0.003	184	0.066	184	0.752	184	21.486	184	59.506
184.01	0.007	184.01	0.066	184.01	0.752	184.01	21.482	184.01	59.507
184.25	0.087	184.25	0.066	184.25	0.751	184.25	21.385	184.25	59.534
184.583	0.198	184.583	0.067	184.583	0.749	184.583	21.25	184.583	59.571
184.99	0	184.99	0.067	184.99	0.748	184.99	21.09	184.99	59.617
185	0.003	185	0.067	185	0.748	185	21.086	185	59.618
185.01	0.007	185.01	0.067	185.01	0.747	185.01	21.082	185.01	59.619
185.25	0.087	185.25	0.067	185.25	0.746	185.25	20.989	185.25	59.646
185.583	0.198	185.583	0.068	185.583	0.745	185.583	20.861	185.583	59.683
185.99	0	185.99	0.068	185.99	0.743	185.99	20.708	185.99	59.729
186	0.003	186	0.068	186	0.743	186	20.704	186	59.73
186.01	0.007	186.01	0.068	186.01	0.743	186.01	20.7	186.01	59.731
186.25	0.087	186.25	0.068	186.25	0.742	186.25	20.611	186.25	59.758
186.583	0.198	186.583	0.069	186.583	0.741	186.583	20.489	186.583	59.795
186.99	0	186.99	0.069	186.99	0.739	186.99	20.343	186.99	59.841
187	0.003	187	0.069	187	0.739	187	20.339	187	59.842
187.01	0.007	187.01	0.069	187.01	0.739	187.01	20.335	187.01	59.843
187.25	0.087	187.25	0.07	187.25	0.738	187.25	20.251	187.25	59.87
187.583	0.198	187.583	0.07	187.583	0.737	187.583	20.134	187.583	59.907
187.99	0	187.99	0.071	187.99	0.735	187.99	19.995	187.99	59.953
188	0.003	188	0.071	188	0.735	188	19.991	188	59.954
188.01	0.007	188.01	0.071	188.01	0.735	188.01	19.988	188.01	59.955
188.25	0.087	188.25	0.071	188.25	0.734	188.25	19.907	188.25	59.982
188.583	0.198	188.583	0.071	188.583	0.733	188.583	19.797	188.583	60.019
188.99	0	188.99	0.072	188.99	0.732	188.99	19.665	188.99	60.065
189	0.003	189	0.072	189	0.731	189	19.662	189	60.066
189.01	0.007	189.01	0.072	189.01	0.731	189.01	19.659	189.01	60.067
189.25	0.087	189.25	0.072	189.25	0.731	189.25	19.583	189.25	60.094
189.583	0.198	189.583	0.072	189.583	0.729	189.583	19.479	189.583	60.131
189.99	0	189.99	0.073	189.99	0.728	189.99	19.356	189.99	60.177
190	0.003	190	0.073	190	0.728	190	19.353	190	60.178
190.01	0.007	190.01	0.073	190.01	0.728	190.01	19.35	190.01	60.179
190.25	0.087	190.25	0.073	190.25	0.727	190.25	19.278	190.25	60.206
190.583	0.198	190.583	0.074	190.583	0.726	190.583	19.18	190.583	60.243
190.99	0	190.99	0.074	190.99	0.724	190.99	19.064	190.99	60.289
191	0.003	191	0.074	191	0.724	191	19.062	191	60.29
191.01	0.007	191.01	0.074	191.01	0.724	191.01	19.059	191.01	60.291
191.25	0.087	191.25	0.074	191.25	0.724	191.25	18.992	191.25	60.318
191.583	0.198	191.583	0.075	191.583	0.722	191.583	18.902	191.583	60.355
191.99	0	191.99	0.075	191.99	0.721	191.99	18.794	191.99	60.401
192	0.003	192	0.075	192	0.721	192	18.791	192	60.402
192.01	0.007	192.01	0.075	192.01	0.721	192.01	18.789	192.01	60.403
192.25	0.087	192.25	0.076	192.25	0.72	192.25	18.727	192.25	60.43
192.583	0.198	192.583	0.076	192.583	0.719	192.583	18.643	192.583	60.467
192.99	0	192.99	0.077	192.99	0.718	192.99	18.544	192.99	60.513
193	0.003	193	0.077	193	0.718	193	18.542	193	60.514
193.01	0.007	193.01	0.077	193.01	0.718	193.01	18.539	193.01	60.515
193.25	0.087	193.25	0.077	193.25	0.717	193.25	18.482	193.25	60.542
193.583	0.198	193.583	0.077	193.583	0.716	193.583	18.405	193.583	60.579
193.99	0	193.99	0.078	193.99	0.715	193.99	18.315	193.99	60.625
194	0.003	194	0.078	194	0.715	194	18.313	194	60.626
194.01	0.007	194.01	0.078	194.01	0.715	194.01	18.31	194.01	60.627
194.25	0.087	194.25	0.078	194.25	0.715	194.25	18.259	194.25	60.654
194.583	0.198	194.583	0.079	194.583	0.714	194.583	18.189	194.583	60.691
194.99	0	194.99	0.079	194.99	0.713	194.99	18.108	194.99	60.737
195	0.003	195	0.079	195	0.713	195	18.106	195	60.738
195.01	0.007	195.01	0.079	195.01	0.713	195.01	18.104	195.01	60.739
195.25	0.087	195.25	0.08	195.25	0.712	195.25	18.057	195.25	60.766
195.583	0.198	195.583	0.08	195.583	0.711	195.583	17.995	195.583	60.803
195.99	0	195.99	0.081	195.99	0.71	195.99	17.922	195.99	60.849
196	0.003	196	0.081	196	0.71	196	17.921	196	60.85
196.01	0.007	196.01	0.081	196.01	0.71	196.01	17.919	196.01	60.851
196.25	0.087	196.25	0.081	196.25	0.71	196.25	17.878	196.25	60.878
196.583	0.198	196.583	0.081	196.583	0.709	196.583	17.822	196.583	60.915
196.99	0	196.99	0.082	196.99	0.708	196.99	17.759	196.99	60.961
197	0.003	197	0.082	197	0.708	197	17.757	197	60.962
197.01	0.007	197.01	0.082	197.01	0.708	197.01	17.756	197.01	60.963
197.25	0.087	197.25	0.082	197.25	0.707	197.25	17.72	197.25	60.99
197.583	0.198	197.583	0.083	197.583	0.707	197.583	17.672	197.583	61.027
197.99	0	197.99	0.083	197.99	0.706	197.99	17.618	197.99	61.073
198	0.003	198	0.083	198	0.706	198	17.617	198	61.074
198.01	0.007	198.01	0.083	198.01	0.706	198.01	17.616	198.01	61.075
198.25	0.087	198.25	0.084	198.25	0.706	198.25	17.585	198.25	61.102
198.583	0.198	198.583	0.084	198.583	0.705	198.583	17.546	198.583	61.139
198.99	0	198.99	0.085	198.99	0.704	198.99	17.501	198.99	61.185
199	0.003	199	0.085	199	0.704	199	17.5	199	61.186
199.01	0.007	199.01	0.085	199.01	0.704	199.01	17.499	199.01	61.187
199.25	0.087	199.25	0.085	199.25	0.704	199.25	17.475	199.25	61.214
199.583	0.198	199.583	0.085	199.583	0.704	199.583	17.444	199.583	61.251
199.99	0	199.99	0.086	199.99	0.703	199.99	17.409	199.99	61.297
200	0.003	200	0.086	200	0.703	200	17.408	200	61.298
200.01	0.007	200.01	0.086	200.01	0.703	200.01	17.408	200.01	61.299
200.25	0.087	200.25	0.086	200.25	0.703	200.25	17.389	200.25	61.326
200.583	0.198	200.583	0.087	200.583	0.702	200.583	17.366	200.583	61.363
200.99	0	200.99	0.087	200.99	0.702	200.99	17.341	200.99	61.409
201	0.003	201	0.087	201	0.702	201	17.34	201	61.41
201.01	0.007	201.01	0.087	201.01	0.702	201.01	17.34	201.01	61.411
201.25	0.087	201.25	0.088	201.25	0.702	201.25	17.327	201.25	61.438
201.583	0.198	201.583	0.088	201.583	0.701	201.583	17.311	201.583	61.475
201.99	0	201.99	0.089	201.99	0.701	201.99	17.296	201.99	61.521
202	0.003	202	0.089	202	0.701	202	17.296	202	61.522
202.01	0.007	202.01	0.089	202.01	0.701	202.01	17.295	202.01	61.523
202.25	0.087	202.25	0.089	202.25	0.701	202.25	17.289	202.25	61.55
202.583	0.198	202.583	0.09	202.583	0.701	202.583	17.282	202.583	61.587
202.99	0	202.99	0.09	202.99	0.7	202.99	17.277	202.99	61.633
203	0.003	203	0.09	203	0.7	203	17.277	203	61.634
203.01	0.007	203.01	0.09	203.01	0.7	203.01	17.277	203.01	61.635
203.25	0.087	203.25	0.091	203.25	0.7	203.25	17.276	203.25	61.662
203.583	0.198	203.583	0.091	203.583	0.7	203.583	17.277	203.583	61.699
203.99	0	203.99	0.092	203.99	0.7	203.99	17.283	203.99	61.745
204	0.003	204	0.092	204	0.7	204	17.283	204	61.746
204.01	0.007	204.01	0.092	204.01	0.7	204.01	17.283	204.01	61.747
204.25	0.087	204.25	0.092	204.25	0.7	204.25	17.289	204.25	61.774
204.583	0.198	204.583	0.093	204.583	0.7	204.583	17.299	204.583	61.811
204.99	0	204.99	0.093	204.99	0.7	204.99	17.314	204.99	61.857
205	0.003	205	0.093	205	0.7	205	17.315	205	61.858
205.01	0.007	205.01	0.093	205.01	0.7	205.01	17.315	205.01	61.859
205.25	0.087	205.25	0.094	205.25	0.7	205.25	17.327	205.25	61.886
205.583	0.198	205.583	0.094	205.583	0.7	205.583	17.345	205.583	61.923
205.99	0	205.99	0.095	205.99	0.7	205.99	17.372	205.99	61.969
206	0.003	206	0.095	206	0.7	206	17.372	206	61.97
206.01	0.007	206.01	0.095	206.01	0.7	206.01	17.373	206.01	61.971
206.25	0.087	206.25	0.095	206.25	0.701	206.25	17.391	206.25	61.998
206.583	0.198	206.583	0.096	206.583	0.701	206.583	17.418	206.583	62.035
206.99	0	206.99	0.096	206.99	0.701	206.99	17.455	206.99	62.081
207	0.003	207	0.096	207	0.701	207	17.456	207	62.082
207.01	0.007	207.01	0.096	207.01	0.701	207.01	17.457	207.01	62.083
207.25	0.087	207.25	0.097	207.25	0.701	207.25	17.481	207.25	62.11
207.583	0.198	207.583	0.097	207.583	0.701	207.583	17.516	207.583	62.147
207.99	0	207.99	0.098	207.99	0.702	207.99	17.564	207.99	62.193
208	0.003	208	0.098	208	0.702	208	17.565	208	62.194
208.01	0.007	208.01	0.098	208.01	0.702	208.01	17.566	208.01	62.195
208.25	0.087	208.25	0.098	208.25	0.702	208.25	17.597	208.25	62.222
208.583	0.198	208.583	0.099	208.583	0.703	208.583	17.642	208.583	62.259
208.99	0	208.99	0.099	208.99	0.703	208.99	17.7	208.99	62.305
209	0.003	209	0.099	209	0.703	209	17.702	209	62.306
209.01	0.007	209.01	0.099	209.01	0.703	209.01	17.703	209.01	62.307
209.25	0.087	209.25	0.1	209.25	0.703	209.25	17.74	209.25	62.334
209.583	0.198	209.583	0.1	209.583	0.704	209.583	17.794	209.583	62.371
209.99	0	209.99	0.101	209.99	0.704	209.99	17.863	209.99	62.417
210	0.003	210	0.101	210	0.704	210	17.865	210	62.418
210.01	0.007	210.01	0.101	210.01	0.705	210.01	17.866	210.01	62.419
210.25	0.087	210.25	0.101	210.25	0.705	210.25	17.909	210.25	62.446
210.583	0.198	210.583	0.102	210.583	0.705	210.583	17.973	210.583	62.483
210.99	0	210.99	0.103	210.99	0.706	210.99	18.053	210.99	62.529
211	0.003	211	0.103	211	0.706	211	18.055	211	62.53
211.01	0.007	211.01	0.103	211.01	0.706	211.01	18.057	211.01	62.531
211.25	0.087	211.25	0.103	211.25	0.707	211.25	18.106	211.25	62.558
211.583	0.198	211.583	0.103	211.583	0.707	211.583	18.177	211.583	62.595
211.99	0	211.99	0.104	211.99	0.708	211.99	18.268	211.99	62.641
212	0.003	212	0.104	212	0.708	212	18.27	212	62.642
212.01	0.007	212.01	0.104	212.01	0.708	212.01	18.273	212.01	62.643
212.25	0.087	212.25	0.105	212.25	0.709	212.25	18.328	212.25	62.67
212.583	0.198	212.583	0.105	212.583	0.709	212.583	18.408	212.583	62.707
212.99	0	212.99	0.106	212.99	0.71	212.99	18.509	212.99	62.753
213	0.003	213	0.106	213	0.71	213	18.511	213	62.754
213.01	0.007	213.01	0.106	213.01	0.71	213.01	18.514	213.01	62.755
213.25	0.087	213.25	0.106	213.25	0.711	213.25	18.576	213.25	62.782
213.583	0.198	213.583	0.107	213.583	0.712	213.583	18.664	213.583	62.819
213.99	0	213.99	0.107	213.99	0.713	213.99	18.775	213.99	62.865
214	0.003	214	0.107	214	0.713	214	18.778	214	62.866
214.01	0.007	214.01	0.107	214.01	0.713	214.01	18.781	214.01	62.867
214.25	0.087	214.25	0.108	214.25	0.714	214.25	18.849	214.25	62.894
214.583	0.198	214.583	0.108	214.583	0.715	214.583	18.946	214.583	62.931
214.99	0	214.99	0.109	214.99	0.716	214.99	19.068	214.99	62.977
215	0.003	215	0.109	215	0.716	215	19.071	215	62.978
215.01	0.007	215.01	0.109	215.01	0.716	215.01	19.075	215.01	62.979
215.25	0.087	215.25	0.11	215.25	0.716	215.25	19.149	215.25	63.006
215.583	0.198	215.583	0.11	215.583	0.717	215.583	19.254	215.583	63.043
215.99	0	215.99	0.111	215.99	0.719	215.99	19.386	215.99	63.089
216	0.003	216	0.111	216	0.719	216	19.389	216	63.09
216.01	0.007	216.01	0.111	216.01	0.719	216.01	19.393	216.01	63.091
216.25	0.087	216.25	0.111	216.25	0.719	216.25	19.473	216.25	63.118
216.583	0.198	216.583	0.112	216.583	0.721	216.583	19.587	216.583	63.155
216.99	0	216.99	0.113	216.99	0.722	216.99	19.729	216.99	63.201
217	0.003	217	0.113	217	0.722	217	19.732	217	63.202
217.01	0.007	217.01	0.113	217.01	0.722	217.01	19.736	217.01	63.203
217.25	0.087	217.25	0.113	217.25	0.723	217.25	19.822	217.25	63.23
217.583	0.198	217.583	0.114	217.583	0.724	217.583	19.943	217.583	63.267
217.99	0	217.99	0.114	217.99	0.725	217.99	20.095	217.99	63.313
218	0.003	218	0.114	218	0.725	218	20.099	218	63.314
218.01	0.007	218.01	0.114	218.01	0.725	218.01	20.103	218.01	63.315
218.25	0.087	218.25	0.115	218.25	0.726	218.25	20.195	218.25	63.342
218.583	0.198	218.583	0.115	218.583	0.727	218.583	20.323	218.583	63.379
218.99	0	218.99	0.116	218.99	0.729	218.99	20.484	218.99	63.425
219	0.003	219	0.116	219	0.729	219	20.488	219	63.426
219.01	0.007	219.01	0.116	219.01	0.729	219.01	20.492	219.01	63.427
219.25	0.087	219.25	0.117	219.25	0.73	219.25	20.59	219.25	63.454
219.583	0.198	219.583	0.117	219.583	0.731	219.583	20.727	219.583	63.491
219.99	0	219.99	0.118	219.99	0.732	219.99	20.898	219.99	63.537
220	0.003	220	0.118	220	0.732	220	20.902	220	63.538
220.01	0.007	220.01	0.118	220.01	0.733	220.01	20.906	220.01	63.539
220.25	0.087	220.25	0.118	220.25	0.733	220.25	21.009	220.25	63.566
220.583	0.198	220.583	0.119	220.583	0.735	220.583	21.153	220.583	63.603
220.99	0	220.99	0.12	220.99	0.736	220.99	21.333	220.99	63.649
221	0.003	221	0.12	221	0.736	221	21.338	221	63.65
221.01	0.007	221.01	0.12	221.01	0.736	221.01	21.342	221.01	63.651
221.25	0.087	221.25	0.12	221.25	0.737	221.25	21.45	221.25	63.678
221.583	0.198	221.583	0.121	221.583	0.739	221.583	21.602	221.583	63.715
221.99	0	221.99	0.121	221.99	0.74	221.99	21.79	221.99	63.761
222	0.003	222	0.122	222	0.74	222	21.795	222	63.762
222.01	0.007	222.01	0.122	222.01	0.74	222.01	21.8	222.01	63.763
222.25	0.087	222.25	0.122	222.25	0.741	222.25	21.913	222.25	63.79
222.583	0.198	222.583	0.123	222.583	0.743	222.583	22.071	222.583	63.827
222.99	0	222.99	0.123	222.99	0.744	222.99	22.268	222.99	63.873
223	0.003	223	0.123	223	0.745	223	22.273	223	63.874
223.01	0.007	223.01	0.123	223.01	0.745	223.01	22.278	223.01	63.875
223.25	0.087	223.25	0.124	223.25	0.746	223.25	22.396	223.25	63.902
223.583	0.198	223.583	0.124	223.583	0.747	223.583	22.561	223.583	63.939
223.99	0	223.99	0.125	223.99	0.749	223.99	22.765	223.99	63.985
224	0.003	224	0.125	224	0.749	224	22.77	224	63.986
224.01	0.007	224.01	0.125	224.01	0.749	224.01	22.776	224.01	63.987
224.25	0.087	224.25	0.126	224.25	0.75	224.25	22.898	224.25	64.014
224.583	0.198	224.583	0.126	224.583	0.751	224.583	23.069	224.583	64.051
224.99	0	224.99	0.127	224.99	0.753	224.99	23.281	224.99	64.097
225	0.003	225	0.127	225	0.753	225	23.286	225	64.098
225.01	0.007	225.01	0.127	225.01	0.753	225.01	23.292	225.01	64.099
225.25	0.087	225.25	0.128	225.25	0.754	225.25	23.418	225.25	64.126
225.583	0.198	225.583	0.128	225.583	0.756	225.583	23.596	225.583	64.163
225.99	0	225.99	0.129	225.99	0.758	225.99	23.815	225.99	64.209
226	0.003	226	0.129	226	0.758	226	23.82	226	64.21
226.01	0.007	226.01	0.129	226.01	0.758	226.01	23.825	226.01	64.211
226.25	0.087	226.25	0.13	226.25	0.759	226.25	23.956	226.25	64.238
226.583	0.198	226.583	0.13	226.583	0.76	226.583	24.139	226.583	64.275
226.99	0	226.99	0.131	226.99	0.762	226.99	24.365	226.99	64.321
227	0.003	227	0.131	227	0.762	227	24.371	227	64.322
227.01	0.007	227.01	0.131	227.01	0.762	227.01	24.376	227.01	64.323
227.25	0.087	227.25	0.132	227.25	0.763	227.25	24.511	227.25	64.35
227.583	0.198	227.583	0.132	227.583	0.765	227.583	24.699	227.583	64.387
227.99	0	227.99	0.133	227.99	0.767	227.99	24.931	227.99	64.433
228	0.003	228	0.133	228	0.767	228	24.936	228	64.434
228.01	0.007	228.01	0.133	228.01	0.767	228.01	24.942	228.01	64.435
228.25	0.087	228.25	0.133	228.25	0.768	228.25	25.08	228.25	64.462
228.583	0.198	228.583	0.134	228.583	0.769	228.583	25.273	228.583	64.499
228.99	0	228.99	0.135	228.99	0.771	228.99	25.51	228.99	64.545
229	0.003	229	0.135	229	0.771	229	25.516	229	64.546
229.01	0.007	229.01	0.135	229.01	0.771	229.01	25.522	229.01	64.547
229.25	0.087	229.25	0.135	229.25	0.772	229.25	25.663	229.25	64.574
229.583	0.198	229.583	0.136	229.583	0.774	229.583	25.86	229.583	64.611
229.99	0	229.99	0.137	229.99	0.776	229.99	26.102	229.99	64.657
230	0.003	230	0.137	230	0.776	230	26.108	230	64.658
230.01	0.007	230.01	0.137	230.01	0.776	230.01	26.114	230.01	64.659
230.25	0.087	230.25	0.138	230.25	0.777	230.25	26.258	230.25	64.686
230.583	0.198	230.583	0.138	230.583	0.778	230.583	26.459	230.583	64.723
230.99	0	230.99	0.139	230.99	0.78	230.99	26.705	230.99	64.769
231	0.003	231	0.139	231	0.78	231	26.712	231	64.77
231.01	0.007	231.01	0.139	231.01	0.78	231.01	26.718	231.01	64.771
231.25	0.087	231.25	0.14	231.25	0.782	231.25	26.864	231.25	64.798
231.583	0.198	231.583	0.14	231.583	0.783	231.583	27.068	231.583	64.835
231.99	0	231.99	0.141	231.99	0.785	231.99	27.319	231.99	64.881
232	0.003	232	0.141	232	0.785	232	27.325	232	64.882
232.01	0.007	232.01	0.141	232.01	0.785	232.01	27.331	232.01	64.883
232.25	0.087	232.25	0.142	232.25	0.786	232.25	27.48	232.25	64.91
232.583	0.198	232.583	0.142	232.583	0.788	232.583	27.687	232.583	64.947
232.99	0	232.99	0.143	232.99	0.789	232.99	27.941	232.99	64.993
233	0.003	233	0.143	233	0.79	233	27.947	233	64.994
233.01	0.007	233.01	0.143	233.01	0.79	233.01	27.954	233.01	64.995
233.25	0.087	233.25	0.144	233.25	0.791	233.25	28.104	233.25	65.022
233.583	0.198	233.583	0.144	233.583	0.792	233.583	28.314	233.583	65.059
233.99	0	233.99	0.145	233.99	0.794	233.99	28.571	233.99	65.105
234	0.003	234	0.145	234	0.794	234	28.577	234	65.106
234.01	0.007	234.01	0.145	234.01	0.794	234.01	28.583	234.01	65.107
234.25	0.087	234.25	0.146	234.25	0.795	234.25	28.735	234.25	65.134
234.583	0.198	234.583	0.147	234.583	0.797	234.583	28.947	234.583	65.171
234.99	0	234.99	0.147	234.99	0.799	234.99	29.206	234.99	65.217
235	0.003	235	0.147	235	0.799	235	29.213	235	65.218
235.01	0.007	235.01	0.147	235.01	0.799	235.01	29.219	235.01	65.219
235.25	0.087	235.25	0.148	235.25	0.8	235.25	29.372	235.25	65.246
235.583	0.198	235.583	0.149	235.583	0.801	235.583	29.585	235.583	65.283
