X	Y	X	Y	X	Y	X	Y	X	Y
235.99	0	235.99	0.15	235.99	0.803	235.99	29.846	235.99	65.329
236	0.003	236	0.15	236	0.803	236	29.853	236	65.33
236.01	0.007	236.01	0.15	236.01	0.803	236.01	29.859	236.01	65.331
236.25	0.087	236.25	0.15	236.25	0.804	236.25	30.013	236.25	65.358
236.583	0.198	236.583	0.151	236.583	0.806	236.583	30.227	236.583	65.395
236.99	0	236.99	0.152	236.99	0.807	236.99	30.489	236.99	65.441
237	0.003	237	0.152	237	0.808	237	30.496	237	65.442
237.01	0.007	237.01	0.152	237.01	0.808	237.01	30.502	237.01	65.443
237.25	0.087	237.25	0.152	237.25	0.809	237.25	30.657	237.25	65.47
237.583	0.198	237.583	0.153	237.583	0.81	237.583	30.872	237.583	65.507
237.99	0	237.99	0.154	237.99	0.812	237.99	31.134	237.99	65.553
238	0.003	238	0.154	238	0.812	238	31.141	238	65.554
238.01	0.007	238.01	0.154	238.01	0.812	238.01	31.147	238.01	65.555
238.25	0.087	238.25	0.155	238.25	0.813	238.25	31.302	238.25	65.582
238.583	0.198	238.583	0.155	238.583	0.814	238.583	31.517	238.583	65.619
238.99	0	238.99	0.156	238.99	0.816	238.99	31.78	238.99	65.665
239	0.003	239	0.156	239	0.816	239	31.786	239	65.666
239.01	0.007	239.01	0.156	239.01	0.816	239.01	31.793	239.01	65.667
239.25	0.087	239.25	0.157	239.25	0.817	239.25	31.948	239.25	65.694
239.583	0.198	239.583	0.158	239.583	0.819	239.583	32.162	239.583	65.731
239.99	0	239.99	0.158	239.99	0.82	239.99	32.424	239.99	65.777
240	0.003	240	0.158	240	0.82	240	32.431	240	65.778
240.01	0.007	240.01	0.158	240.01	0.82	240.01	32.437	240.01	65.779
240.25	0.087	240.25	0.159	240.25	0.821	240.25	32.592	240.25	65.806
240.583	0.198	240.583	0.16	240.583	0.823	240.583	32.806	240.583	65.843
240.99	0	240.99	0.161	240.99	0.824	240.99	33.067	240.99	65.889
241	0.003	241	0.161	241	0.824	241	33.073	241	65.89
241.01	0.007	241.01	0.161	241.01	0.825	241.01	33.08	241.01	65.891
241.25	0.087	241.25	0.161	241.25	0.826	241.25	33.234	241.25	65.918
241.583	0.198	241.583	0.162	241.583	0.827	241.583	33.447	241.583	65.955
241.99	0	241.99	0.163	241.99	0.828	241.99	33.706	241.99	66.001
242	0.003	242	0.163	242	0.829	242	33.713	242	66.002
242.01	0.007	242.01	0.163	242.01	0.829	242.01	33.719	242.01	66.003
242.25	0.087	242.25	0.164	242.25	0.83	242.25	33.872	242.25	66.03
242.583	0.198	242.583	0.164	242.583	0.831	242.583	34.083	242.583	66.067
242.99	0	242.99	0.165	242.99	0.832	242.99	34.341	242.99	66.113
243	0.003	243	0.165	243	0.832	243	34.347	243	66.114
243.01	0.007	243.01	0.165	243.01	0.833	243.01	34.354	243.01	66.115
243.25	0.087	243.25	0.166	243.25	0.833	243.25	34.505	243.25	66.142
243.583	0.198	243.583	0.167	243.583	0.835	243.583	34.715	243.583	66.179
243.99	0	243.99	0.168	243.99	0.836	243.99	34.97	243.99	66.225
244	0.003	244	0.168	244	0.836	244	34.976	244	66.226
244.01	0.007	244.01	0.168	244.01	0.836	244.01	34.983	244.01	66.227
244.25	0.087	244.25	0.168	244.25	0.837	244.25	35.133	244.25	66.254
244.583	0.198	244.583	0.169	244.583	0.839	244.583	35.34	244.583	66.291
244.99	0	244.99	0.17	244.99	0.84	244.99	35.593	244.99	66.337
245	0.003	245	0.17	245	0.84	245	35.599	245	66.338
245.01	0.007	245.01	0.17	245.01	0.84	245.01	35.605	245.01	66.339
245.25	0.087	245.25	0.171	245.25	0.841	245.25	35.753	245.25	66.366
245.583	0.198	245.583	0.172	245.583	0.842	245.583	35.958	245.583	66.403
245.99	0	245.99	0.173	245.99	0.844	245.99	36.207	245.99	66.449
246	0.003	246	0.173	246	0.844	246	36.213	246	66.45
246.01	0.007	246.01	0.173	246.01	0.844	246.01	36.219	246.01	66.451
246.25	0.087	246.25	0.173	246.25	0.845	246.25	36.366	246.25	66.478
246.583	0.198	246.583	0.174	246.583	0.846	246.583	36.568	246.583	66.515
246.99	0	246.99	0.175	246.99	0.847	246.99	36.813	246.99	66.561
247	0.003	247	0.175	247	0.847	247	36.819	247	66.562
247.01	0.007	247.01	0.175	247.01	0.847	247.01	36.825	247.01	66.563
247.25	0.087	247.25	0.176	247.25	0.848	247.25	36.969	247.25	66.59
247.583	0.198	247.583	0.176	247.583	0.849	247.583	37.168	247.583	66.627
247.99	0	247.99	0.177	247.99	0.851	247.99	37.41	247.99	66.673
248	0.003	248	0.177	248	0.851	248	37.416	248	66.674
248.01	0.007	248.01	0.177	248.01	0.851	248.01	37.422	248.01	66.675
248.25	0.087	248.25	0.178	248.25	0.851	248.25	37.563	248.25	66.702
248.583	0.198	248.583	0.179	248.583	0.853	248.583	37.759	248.583	66.739
248.99	0	248.99	0.18	248.99	0.854	248.99	37.996	248.99	66.785
249	0.003	249	0.18	249	0.854	249	38.002	249	66.786
249.01	0.007	249.01	0.18	249.01	0.854	249.01	38.008	249.01	66.787
249.25	0.087	249.25	0.181	249.25	0.855	249.25	38.147	249.25	66.814
249.583	0.198	249.583	0.181	249.583	0.856	249.583	38.338	249.583	66.851
249.99	0	249.99	0.182	249.99	0.857	249.99	38.571	249.99	66.897
250	0.003	250	0.182	250	0.857	250	38.577	250	66.898
250.01	0.007	250.01	0.182	250.01	0.857	250.01	38.582	250.01	66.899
250.25	0.087	250.25	0.183	250.25	0.858	250.25	38.719	250.25	66.926
250.583	0.198	250.583	0.184	250.583	0.859	250.583	38.907	250.583	66.963
250.99	0	250.99	0.185	250.99	0.86	250.99	39.134	250.99	67.009
251	0.003	251	0.185	251	0.86	251	39.14	251	67.01
251.01	0.007	251.01	0.185	251.01	0.86	251.01	39.145	251.01	67.011
251.25	0.087	251.25	0.186	251.25	0.861	251.25	39.279	251.25	67.038
251.583	0.198	251.583	0.186	251.583	0.862	251.583	39.462	251.583	67.075
251.99	0	251.99	0.188	251.99	0.863	251.99	39.685	251.99	67.121
252	0.003	252	0.188	252	0.863	252	39.69	252	67.122
252.01	0.007	252.01	0.188	252.01	0.863	252.01	39.696	252.01	67.123
252.25	0.087	252.25	0.188	252.25	0.864	252.25	39.826	252.25	67.15
252.583	0.198	252.583	0.189	252.583	0.865	252.583	40.006	252.583	67.187
252.99	0	252.99	0.19	252.99	0.866	252.99	40.223	252.99	67.233
253	0.003	253	0.19	253	0.866	253	40.228	253	67.234
253.01	0.007	253.01	0.19	253.01	0.866	253.01	40.233	253.01	67.235
253.25	0.087	253.25	0.191	253.25	0.867	253.25	40.36	253.25	67.262
253.583	0.198	253.583	0.192	253.583	0.868	253.583	40.535	253.583	67.299
253.99	0	253.99	0.193	253.99	0.869	253.99	40.747	253.99	67.345
254	0.003	254	0.193	254	0.869	254	40.752	254	67.346
254.01	0.007	254.01	0.193	254.01	0.869	254.01	40.757	254.01	67.347
254.25	0.087	254.25	0.193	254.25	0.869	254.25	40.881	254.25	67.374
254.583	0.198	254.583	0.194	254.583	0.87	254.583	41.052	254.583	67.411
254.99	0	254.99	0.195	254.99	0.871	254.99	41.257	254.99	67.457
255	0.003	255	0.195	255	0.871	255	41.262	255	67.458
255.01	0.007	255.01	0.195	255.01	0.871	255.01	41.267	255.01	67.459
255.25	0.087	255.25	0.196	255.25	0.872	255.25	41.388	255.25	67.486
255.583	0.198	255.583	0.197	255.583	0.873	255.583	41.554	255.583	67.523
255.99	0	255.99	0.198	255.99	0.874	255.99	41.754	255.99	67.569
256	0.003	256	0.198	256	0.874	256	41.758	256	67.57
256.01	0.007	256.01	0.198	256.01	0.874	256.01	41.763	256.01	67.571
256.25	0.087	256.25	0.199	256.25	0.875	256.25	41.88	256.25	67.598
256.583	0.198	256.583	0.2	256.583	0.875	256.583	42.041	256.583	67.635
256.99	0	256.99	0.201	256.99	0.876	256.99	42.235	256.99	67.681
257	0.003	257	0.201	257	0.876	257	42.24	257	67.682
257.01	0.007	257.01	0.201	257.01	0.876	257.01	42.245	257.01	67.683
257.25	0.087	257.25	0.201	257.25	0.877	257.25	42.358	257.25	67.71
257.583	0.198	257.583	0.202	257.583	0.878	257.583	42.514	257.583	67.747
257.99	0	257.99	0.203	257.99	0.879	257.99	42.702	257.99	67.793
258	0.003	258	0.204	258	0.879	258	42.707	258	67.794
258.01	0.007	258.01	0.204	258.01	0.879	258.01	42.711	258.01	67.795
258.25	0.087	258.25	0.204	258.25	0.879	258.25	42.821	258.25	67.822
258.583	0.198	258.583	0.205	258.583	0.88	258.583	42.972	258.583	67.859
258.99	0	258.99	0.206	258.99	0.881	258.99	43.154	258.99	67.905
259	0.003	259	0.206	259	0.881	259	43.159	259	67.906
259.01	0.007	259.01	0.206	259.01	0.881	259.01	43.163	259.01	67.907
259.25	0.087	259.25	0.207	259.25	0.881	259.25	43.269	259.25	67.934
259.583	0.198	259.583	0.208	259.583	0.882	259.583	43.415	259.583	67.971
259.99	0	259.99	0.209	259.99	0.883	259.99	43.591	259.99	68.017
260	0.003	260	0.209	260	0.883	260	43.595	260	68.018
260.01	0.007	260.01	0.209	260.01	0.883	260.01	43.6	260.01	68.019
260.25	0.087	260.25	0.21	260.25	0.883	260.25	43.702	260.25	68.046
260.583	0.198	260.583	0.211	260.583	0.884	260.583	43.843	260.583	68.083
260.99	0	260.99	0.212	260.99	0.885	260.99	44.013	260.99	68.129
261	0.003	261	0.212	261	0.885	261	44.017	261	68.13
261.01	0.007	261.01	0.212	261.01	0.885	261.01	44.021	261.01	68.131
261.25	0.087	261.25	0.213	261.25	0.885	261.25	44.12	261.25	68.158
261.583	0.198	261.583	0.214	261.583	0.886	261.583	44.256	261.583	68.195
261.99	0	261.99	0.215	261.99	0.887	261.99	44.42	261.99	68.241
262	0.003	262	0.215	262	0.887	262	44.423	262	68.242
262.01	0.007	262.01	0.215	262.01	0.887	262.01	44.427	262.01	68.243
262.25	0.087	262.25	0.215	262.25	0.887	262.25	44.523	262.25	68.27
262.583	0.198	262.583	0.216	262.583	0.888	262.583	44.654	262.583	68.307
262.99	0	262.99	0.218	262.99	0.888	262.99	44.811	262.99	68.353
263	0.003	263	0.218	263	0.889	263	44.815	263	68.354
263.01	0.007	263.01	0.218	263.01	0.889	263.01	44.819	263.01	68.355
263.25	0.087	263.25	0.218	263.25	0.889	263.25	44.911	263.25	68.382
263.583	0.198	263.583	0.219	263.583	0.89	263.583	45.036	263.583	68.419
263.99	0	263.99	0.22	263.99	0.89	263.99	45.188	263.99	68.465
264	0.003	264	0.22	264	0.89	264	45.192	264	68.466
264.01	0.007	264.01	0.22	264.01	0.89	264.01	45.195	264.01	68.467
264.25	0.087	264.25	0.221	264.25	0.891	264.25	45.283	264.25	68.494
264.583	0.198	264.583	0.222	264.583	0.891	264.583	45.404	264.583	68.531
264.99	0	264.99	0.223	264.99	0.892	264.99	45.55	264.99	68.577
265	0.003	265	0.223	265	0.892	265	45.553	265	68.578
265.01	0.007	265.01	0.223	265.01	0.892	265.01	45.557	265.01	68.579
265.25	0.087	265.25	0.224	265.25	0.892	265.25	45.641	265.25	68.606
265.583	0.198	265.583	0.225	265.583	0.893	265.583	45.757	265.583	68.643
265.99	0	265.99	0.226	265.99	0.893	265.99	45.897	265.99	68.689
266	0.003	266	0.226	266	0.893	266	45.9	266	68.69
266.01	0.007	266.01	0.226	266.01	0.893	266.01	45.904	266.01	68.691
266.25	0.087	266.25	0.227	266.25	0.894	266.25	45.985	266.25	68.718
266.583	0.198	266.583	0.228	266.583	0.894	266.583	46.096	266.583	68.755
266.99	0	266.99	0.229	266.99	0.895	266.99	46.23	266.99	68.801
267	0.003	267	0.229	267	0.895	267	46.233	267	68.802
267.01	0.007	267.01	0.229	267.01	0.895	267.01	46.236	267.01	68.803
267.25	0.087	267.25	0.23	267.25	0.895	267.25	46.314	267.25	68.83
267.583	0.198	267.583	0.231	267.583	0.895	267.583	46.42	267.583	68.867
267.99	0	267.99	0.232	267.99	0.896	267.99	46.548	267.99	68.913
268	0.003	268	0.232	268	0.896	268	46.551	268	68.914
268.01	0.007	268.01	0.232	268.01	0.896	268.01	46.554	268.01	68.915
268.25	0.087	268.25	0.233	268.25	0.896	268.25	46.629	268.25	68.942
268.583	0.198	268.583	0.234	268.583	0.897	268.583	46.731	268.583	68.979
268.99	0	268.99	0.235	268.99	0.897	268.99	46.853	268.99	69.025
269	0.003	269	0.235	269	0.897	269	46.856	269	69.026
269.01	0.007	269.01	0.235	269.01	0.897	269.01	46.859	269.01	69.027
269.25	0.087	269.25	0.236	269.25	0.897	269.25	46.93	269.25	69.054
269.583	0.198	269.583	0.237	269.583	0.898	269.583	47.027	269.583	69.091
269.99	0	269.99	0.238	269.99	0.898	269.99	47.144	269.99	69.137
270	0.003	270	0.238	270	0.898	270	47.147	270	69.138
270.01	0.007	270.01	0.238	270.01	0.898	270.01	47.15	270.01	69.139
270.25	0.087	270.25	0.239	270.25	0.899	270.25	47.218	270.25	69.166
270.583	0.198	270.583	0.24	270.583	0.899	270.583	47.311	270.583	69.203
270.99	0	270.99	0.241	270.99	0.899	270.99	47.422	270.99	69.249
271	0.003	271	0.241	271	0.899	271	47.425	271	69.25
271.01	0.007	271.01	0.242	271.01	0.899	271.01	47.427	271.01	69.251
271.25	0.087	271.25	0.242	271.25	0.9	271.25	47.492	271.25	69.278
271.583	0.198	271.583	0.243	271.583	0.9	271.583	47.581	271.583	69.315
271.99	0	271.99	0.245	271.99	0.9	271.99	47.687	271.99	69.361
272	0.003	272	0.245	272	0.9	272	47.69	272	69.362
272.01	0.007	272.01	0.245	272.01	0.9	272.01	47.692	272.01	69.363
272.25	0.087	272.25	0.245	272.25	0.901	272.25	47.754	272.25	69.39
272.583	0.198	272.583	0.246	272.583	0.901	272.583	47.838	272.583	69.427
272.99	0	272.99	0.248	272.99	0.901	272.99	47.94	272.99	69.473
273	0.003	273	0.248	273	0.901	273	47.942	273	69.474
273.01	0.007	273.01	0.248	273.01	0.901	273.01	47.944	273.01	69.475
273.25	0.087	273.25	0.249	273.25	0.902	273.25	48.003	273.25	69.502
273.583	0.198	273.583	0.25	273.583	0.902	273.583	48.084	273.583	69.539
273.99	0	273.99	0.251	273.99	0.902	273.99	48.18	273.99	69.585
274	0.003	274	0.251	274	0.902	274	48.182	274	69.586
274.01	0.007	274.01	0.251	274.01	0.902	274.01	48.185	274.01	69.587
274.25	0.087	274.25	0.252	274.25	0.902	274.25	48.241	274.25	69.614
274.583	0.198	274.583	0.253	274.583	0.903	274.583	48.317	274.583	69.651
274.99	0	274.99	0.254	274.99	0.903	274.99	48.409	274.99	69.697
275	0.003	275	0.254	275	0.903	275	48.411	275	69.698
275.01	0.007	275.01	0.254	275.01	0.903	275.01	48.413	275.01	69.699
275.25	0.087	275.25	0.255	275.25	0.903	275.25	48.467	275.25	69.726
275.583	0.198	275.583	0.256	275.583	0.903	275.583	48.54	275.583	69.763
275.99	0	275.99	0.257	275.99	0.904	275.99	48.627	275.99	69.809
276	0.003	276	0.257	276	0.904	276	48.629	276	69.81
276.01	0.007	276.01	0.257	276.01	0.904	276.01	48.631	276.01	69.811
276.25	0.087	276.25	0.258	276.25	0.904	276.25	48.682	276.25	69.838
276.583	0.198	276.583	0.259	276.583	0.904	276.583	48.751	276.583	69.875
276.99	0	276.99	0.261	276.99	0.904	276.99	48.834	276.99	69.921
277	0.003	277	0.261	277	0.904	277	48.836	277	69.922
277.01	0.007	277.01	0.261	277.01	0.904	277.01	48.838	277.01	69.923
277.25	0.087	277.25	0.261	277.25	0.905	277.25	48.886	277.25	69.95
277.583	0.198	277.583	0.263	277.583	0.905	277.583	48.952	277.583	69.987
277.99	0	277.99	0.264	277.99	0.905	277.99	49.031	277.99	70.033
278	0.003	278	0.264	278	0.905	278	49.033	278	70.034
278.01	0.007	278.01	0.264	278.01	0.905	278.01	49.034	278.01	70.035
278.25	0.087	278.25	0.265	278.25	0.905	278.25	49.08	278.25	70.062
278.583	0.198	278.583	0.266	278.583	0.905	278.583	49.143	278.583	70.099
278.99	0	278.99	0.267	278.99	0.906	278.99	49.218	278.99	70.145
279	0.003	279	0.267	279	0.906	279	49.219	279	70.146
279.01	0.007	279.01	0.267	279.01	0.906	279.01	49.221	279.01	70.147
279.25	0.087	279.25	0.268	279.25	0.906	279.25	49.265	279.25	70.174
279.583	0.198	279.583	0.269	279.583	0.906	279.583	49.324	279.583	70.211
279.99	0	279.99	0.271	279.99	0.906	279.99	49.395	279.99	70.257
280	0.003	280	0.271	280	0.906	280	49.397	280	70.258
280.01	0.007	280.01	0.271	280.01	0.906	280.01	49.399	280.01	70.259
280.25	0.087	280.25	0.271	280.25	0.906	280.25	49.44	280.25	70.286
280.583	0.198	280.583	0.273	280.583	0.906	280.583	49.497	280.583	70.323
280.99	0	280.99	0.274	280.99	0.907	280.99	49.564	280.99	70.369
281	0.003	281	0.274	281	0.907	281	49.566	281	70.37
281.01	0.007	281.01	0.274	281.01	0.907	281.01	49.568	281.01	70.371
281.25	0.087	281.25	0.275	281.25	0.907	281.25	49.607	281.25	70.398
281.583	0.198	281.583	0.276	281.583	0.907	281.583	49.661	281.583	70.435
281.99	0	281.99	0.277	281.99	0.907	281.99	49.725	281.99	70.481
282	0.003	282	0.277	282	0.907	282	49.727	282	70.482
282.01	0.007	282.01	0.277	282.01	0.907	282.01	49.728	282.01	70.483
282.25	0.087	282.25	0.278	282.25	0.907	282.25	49.765	282.25	70.51
282.583	0.198	282.583	0.279	282.583	0.907	282.583	49.817	282.583	70.547
282.99	0	282.99	0.281	282.99	0.907	282.99	49.878	282.99	70.593
283	0.003	283	0.281	283	0.907	283	49.879	283	70.594
283.01	0.007	283.01	0.281	283.01	0.907	283.01	49.881	283.01	70.595
283.25	0.087	283.25	0.282	283.25	0.907	283.25	49.916	283.25	70.622
283.583	0.198	283.583	0.283	283.583	0.908	283.583	49.965	283.583	70.659
283.99	0	283.99	0.284	283.99	0.908	283.99	50.023	283.99	70.705
284	0.003	284	0.284	284	0.908	284	50.025	284	70.706
284.01	0.007	284.01	0.284	284.01	0.908	284.01	50.026	284.01	70.707
284.25	0.087	284.25	0.285	284.25	0.908	284.25	50.06	284.25	70.734
284.583	0.198	284.583	0.286	284.583	0.908	284.583	50.106	284.583	70.771
284.99	0	284.99	0.288	284.99	0.908	284.99	50.162	284.99	70.817
285	0.003	285	0.288	285	0.908	285	50.163	285	70.818
285.01	0.007	285.01	0.288	285.01	0.908	285.01	50.165	285.01	70.819
285.25	0.087	285.25	0.289	285.25	0.908	285.25	50.197	285.25	70.846
285.583	0.198	285.583	0.29	285.583	0.908	285.583	50.241	285.583	70.883
285.99	0	285.99	0.291	285.99	0.908	285.99	50.294	285.99	70.929
286	0.003	286	0.291	286	0.908	286	50.296	286	70.93
286.01	0.007	286.01	0.291	286.01	0.908	286.01	50.297	286.01	70.931
286.25	0.087	286.25	0.292	286.25	0.908	286.25	50.328	286.25	70.958
286.583	0.198	286.583	0.293	286.583	0.908	286.583	50.37	286.583	70.995
286.99	0	286.99	0.295	286.99	0.908	286.99	50.421	286.99	71.041
287	0.003	287	0.295	287	0.908	287	50.422	287	71.042
287.01	0.007	287.01	0.295	287.01	0.908	287.01	50.423	287.01	71.043
287.25	0.087	287.25	0.296	287.25	0.909	287.25	50.453	287.25	71.07
287.583	0.198	287.583	0.297	287.583	0.909	287.583	50.493	287.583	71.107
287.99	0	287.99	0.298	287.99	0.909	287.99	50.542	287.99	71.153
288	0.003	288	0.298	288	0.909	288	50.543	288	71.154
288.01	0.007	288.01	0.298	288.01	0.909	288.01	50.544	288.01	71.155
288.25	0.087	288.25	0.299	288.25	0.909	288.25	50.572	288.25	71.182
288.583	0.198	288.583	0.3	288.583	0.909	288.583	50.611	288.583	71.219
288.99	0	288.99	0.302	288.99	0.909	288.99	50.658	288.99	71.265
289	0.003	289	0.302	289	0.909	289	50.659	289	71.266
289.01	0.007	289.01	0.302	289.01	0.909	289.01	50.66	289.01	71.267
289.25	0.087	289.25	0.303	289.25	0.909	289.25	50.687	289.25	71.294
289.583	0.198	289.583	0.304	289.583	0.909	289.583	50.725	289.583	71.331
289.99	0	289.99	0.306	289.99	0.909	289.99	50.769	289.99	71.377
290	0.003	290	0.306	290	0.909	290	50.771	290	71.378
290.01	0.007	290.01	0.306	290.01	0.909	290.01	50.772	290.01	71.379
290.25	0.087	290.25	0.307	290.25	0.909	290.25	50.798	290.25	71.406
290.583	0.198	290.583	0.308	290.583	0.909	290.583	50.834	290.583	71.443
290.99	0	290.99	0.309	290.99	0.909	290.99	50.877	290.99	71.489
291	0.003	291	0.309	291	0.909	291	50.878	291	71.49
291.01	0.007	291.01	0.309	291.01	0.909	291.01	50.879	291.01	71.491
291.25	0.087	291.25	0.31	291.25	0.909	291.25	50.904	291.25	71.518
291.583	0.198	291.583	0.311	291.583	0.909	291.583	50.939	291.583	71.555
291.99	0	291.99	0.313	291.99	0.909	291.99	50.981	291.99	71.601
292	0.003	292	0.313	292	0.909	292	50.982	292	71.602
292.01	0.007	292.01	0.313	292.01	0.909	292.01	50.983	292.01	71.603
292.25	0.087	292.25	0.314	292.25	0.909	292.25	51.007	292.25	71.63
292.583	0.198	292.583	0.315	292.583	0.909	292.583	51.041	292.583	71.667
292.99	0	292.99	0.317	292.99	0.909	292.99	51.081	292.99	71.713
293	0.003	293	0.317	293	0.909	293	51.082	293	71.714
293.01	0.007	293.01	0.317	293.01	0.909	293.01	51.083	293.01	71.715
293.25	0.087	293.25	0.318	293.25	0.909	293.25	51.107	293.25	71.742
293.583	0.198	293.583	0.319	293.583	0.909	293.583	51.139	293.583	71.779
293.99	0	293.99	0.32	293.99	0.909	293.99	51.179	293.99	71.825
294	0.003	294	0.32	294	0.909	294	51.18	294	71.826
294.01	0.007	294.01	0.32	294.01	0.909	294.01	51.181	294.01	71.827
294.25	0.087	294.25	0.321	294.25	0.909	294.25	51.204	294.25	71.854
294.583	0.198	294.583	0.323	294.583	0.91	294.583	51.235	294.583	71.891
294.99	0	294.99	0.324	294.99	0.91	294.99	51.274	294.99	71.937
295	0.003	295	0.324	295	0.91	295	51.275	295	71.938
295.01	0.007	295.01	0.324	295.01	0.91	295.01	51.276	295.01	71.939
295.25	0.087	295.25	0.325	295.25	0.91	295.25	51.298	295.25	71.966
295.583	0.198	295.583	0.326	295.583	0.91	295.583	51.329	295.583	72.003
295.99	0	295.99	0.328	295.99	0.91	295.99	51.367	295.99	72.049
296	0.003	296	0.328	296	0.91	296	51.368	296	72.05
296.01	0.007	296.01	0.328	296.01	0.91	296.01	51.369	296.01	72.051
296.25	0.087	296.25	0.329	296.25	0.91	296.25	51.391	296.25	72.078
296.583	0.198	296.583	0.33	296.583	0.91	296.583	51.421	296.583	72.115
296.99	0	296.99	0.332	296.99	0.91	296.99	51.458	296.99	72.161
297	0.003	297	0.332	297	0.91	297	51.459	297	72.162
297.01	0.007	297.01	0.332	297.01	0.91	297.01	51.46	297.01	72.163
297.25	0.087	297.25	0.333	297.25	0.91	297.25	51.481	297.25	72.19
297.583	0.198	297.583	0.334	297.583	0.91	297.583	51.511	297.583	72.227
297.99	0	297.99	0.336	297.99	0.91	297.99	51.548	297.99	72.273
298	0.003	298	0.336	298	0.91	298	51.548	298	72.274
298.01	0.007	298.01	0.336	298.01	0.91	298.01	51.549	298.01	72.275
298.25	0.087	298.25	0.337	298.25	0.91	298.25	51.571	298.25	72.302
298.583	0.198	298.583	0.338	298.583	0.91	298.583	51.6	298.583	72.339
298.99	0	298.99	0.34	298.99	0.91	298.99	51.636	298.99	72.385
299	0.003	299	0.34	299	0.91	299	51.637	299	72.386
299.01	0.007	299.01	0.34	299.01	0.91	299.01	51.638	299.01	72.387
299.25	0.087	299.25	0.341	299.25	0.91	299.25	51.659	299.25	72.414
299.583	0.198	299.583	0.342	299.583	0.91	299.583	51.688	299.583	72.451
299.99	0	299.99	0.343	299.99	0.91	299.99	51.724	299.99	72.497
300	0.003	300	0.344	300	0.91	300	51.725	300	72.498
300.01	0.007	300.01	0.344	300.01	0.91	300.01	51.726	300.01	72.499
300.25	0.087	300.25	0.345	300.25	0.91	300.25	51.747	300.25	72.526
300.583	0.198	300.583	0.346	300.583	0.91	300.583	51.776	300.583	72.563
300.99	0	300.99	0.347	300.99	0.91	300.99	51.811	300.99	72.609
301	0.003	301	0.347	301	0.91	301	51.812	301	72.61
301.01	0.007	301.01	0.348	301.01	0.91	301.01	51.813	301.01	72.611
301.25	0.087	301.25	0.348	301.25	0.91	301.25	51.834	301.25	72.638
301.583	0.198	301.583	0.35	301.583	0.91	301.583	51.863	301.583	72.675
301.99	0	301.99	0.351	301.99	0.91	301.99	51.898	301.99	72.721
302	0.003	302	0.351	302	0.91	302	51.899	302	72.722
302.01	0.007	302.01	0.352	302.01	0.91	302.01	51.9	302.01	72.723
302.25	0.087	302.25	0.352	302.25	0.91	302.25	51.92	302.25	72.75
302.583	0.198	302.583	0.354	302.583	0.91	302.583	51.949	302.583	72.787
302.99	0	302.99	0.355	302.99	0.91	302.99	51.985	302.99	72.833
303	0.003	303	0.355	303	0.91	303	51.986	303	72.834
303.01	0.007	303.01	0.356	303.01	0.91	303.01	51.986	303.01	72.835
303.25	0.087	303.25	0.356	303.25	0.91	303.25	52.007	303.25	72.862
303.583	0.198	303.583	0.358	303.583	0.91	303.583	52.036	303.583	72.899
303.99	0	303.99	0.359	303.99	0.91	303.99	52.072	303.99	72.945
304	0.003	304	0.36	304	0.91	304	52.073	304	72.946
304.01	0.007	304.01	0.36	304.01	0.91	304.01	52.073	304.01	72.947
304.25	0.087	304.25	0.361	304.25	0.91	304.25	52.094	304.25	72.974
304.583	0.198	304.583	0.362	304.583	0.91	304.583	52.123	304.583	73.011
304.99	0	304.99	0.364	304.99	0.91	304.99	52.159	304.99	73.057
305	0	305	0.364	305	0.91	305	52.16	305	73.058

